,Category,Engine type,"Transmission type,final drive",Displacement ccm,Fuel capacity liters,Power HP,Front brakes,Rear brakes
36069,Allround,"Single cylinder, four-stroke",Chain,347.0,13.5,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36070,Allround,"Single cylinder, four-stroke",Chain,347.0,13.5,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36073,Allround,"Twin, four-stroke",Chain,646.0,16.0,31.4,Expanding brake (drum brake),Expanding brake (drum brake)
36074,Sport,"Single cylinder, four-stroke",Chain,348.0,12.5,21.0,Expanding brake (drum brake),Expanding brake (drum brake)
36075,Allround,"Twin, two-stroke",Chain,250.0,15.0,16.0,Expanding brake (drum brake),Expanding brake (drum brake)
36076,Sport,"Single cylinder, four-stroke",Chain,246.2,17.0,16.0,Expanding brake (drum brake),Expanding brake (drum brake)
36077,Sport,"Single cylinder, four-stroke",Chain,174.2,17.0,9.4,Expanding brake (drum brake),Expanding brake (drum brake)
36078,Allround,"Single cylinder, four-stroke",Chain,246.0,17.0,24.8,Expanding brake (drum brake),Expanding brake (drum brake)
36087,Touring,"Twin, two-stroke",Chain,249.0,9.0,17.0,Expanding brake (drum brake),Expanding brake (drum brake)
36088,Allround,"Two cylinder boxer, four-stroke",Shaft drive (cardan),594.0,17.0,28.0,Expanding brake (drum brake),Expanding brake (drum brake)
36089,Allround,"Two cylinder boxer, four-stroke",Shaft drive (cardan),594.0,17.0,30.1,Expanding brake (drum brake),Expanding brake (drum brake)
36090,Allround,"Single cylinder, four-stroke",Shaft drive (cardan),247.0,15.0,15.0,Expanding brake (drum brake),Expanding brake (drum brake)
36091,Allround,"Single cylinder, four-stroke",Shaft drive (cardan),247.0,15.0,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36093,Allround,"Two cylinder boxer, four-stroke",Shaft drive (cardan),494.0,17.0,26.0,Expanding brake (drum brake),Expanding brake (drum brake)
36094,Allround,"Two cylinder boxer, four-stroke",Shaft drive (cardan),494.0,24.0,35.0,Expanding brake (drum brake),Expanding brake (drum brake)
36095,Sport,"Two cylinder boxer, four-stroke",Shaft drive (cardan),594.0,17.0,35.0,Expanding brake (drum brake),Expanding brake (drum brake)
36098,Allround,"Twin, four-stroke",Chain,646.0,19.0,35.0,Expanding brake (drum brake),Expanding brake (drum brake)
36105,Sport,"Single cylinder, four-stroke",Chain,124.4,13.0,6.4,Expanding brake (drum brake),Expanding brake (drum brake)
36106,Sport,"Single cylinder, four-stroke",Chain,124.4,13.0,6.4,Expanding brake (drum brake),Expanding brake (drum brake)
36111,Sport,"Single cylinder, two-stroke",Chain,196.0,13.5,12.0,Expanding brake (drum brake),Expanding brake (drum brake)
36115,Touring,"V2, four-stroke",Chain,1212.7,14.19,60.0,Expanding brake (drum brake),Expanding brake (drum brake)
36118,Sport,"V2, four-stroke",Chain,883.0,7.2,55.0,Expanding brake (drum brake),Expanding brake (drum brake)
36123,Sport,"Single cylinder, two-stroke",Chain,173.0,11.5,9.3,Expanding brake (drum brake),Expanding brake (drum brake)
36124,Sport,"Single cylinder, two-stroke",Chain,173.0,11.5,9.3,Expanding brake (drum brake),Expanding brake (drum brake)
36133,Scooter,"Single cylinder, two-stroke",Chain,148.0,8.0,8.0,Expanding brake (drum brake),Expanding brake (drum brake)
36152,Allround,"Single cylinder, four-stroke",Chain,498.0,17.0,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36153,Allround,"Single cylinder, four-stroke",Chain,498.0,17.0,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36156,Sport,"Single cylinder, four-stroke",Chain,174.0,12.0,11.0,Expanding brake (drum brake),Expanding brake (drum brake)
36157,Sport,"Single cylinder, four-stroke",Chain,247.0,12.0,17.0,Expanding brake (drum brake),Expanding brake (drum brake)
36158,Sport,"Single cylinder, four-stroke",Chain,125.0,14.5,7.0,Expanding brake (drum brake),Expanding brake (drum brake)
36160,Sport,"Single cylinder, four-stroke",Chain,125.0,15.0,5.8,Expanding brake (drum brake),Expanding brake (drum brake)
36162,Sport,"Single cylinder, four-stroke",Chain,174.0,10.8,12.3,Expanding brake (drum brake),Expanding brake (drum brake)
36164,Scooter,"Single cylinder, two-stroke",Shaft drive (cardan),146.0,12.0,7.7,Expanding brake (drum brake),Expanding brake (drum brake)
36165,Scooter,"Single cylinder, two-stroke",Shaft drive (cardan),146.0,12.0,7.7,Expanding brake (drum brake),Expanding brake (drum brake)
36168,Sport,"Single cylinder, four-stroke",Chain,247.0,14.0,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36169,Sport,"Single cylinder, four-stroke",Chain,247.0,14.0,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36173,Touring,"Single cylinder, two-stroke",Chain,247.0,18.0,14.0,Expanding brake (drum brake),Expanding brake (drum brake)
36174,Touring,"Single cylinder, two-stroke",Chain,247.0,18.0,14.0,Expanding brake (drum brake),Expanding brake (drum brake)
36179,Scooter,"Single cylinder, two-stroke",Chain,145.0,7.0,6.0,Expanding brake (drum brake),Expanding brake (drum brake)
36180,Scooter,"Single cylinder, two-stroke",Chain,145.0,7.0,6.0,Expanding brake (drum brake),Expanding brake (drum brake)
36189,Sport,"Twin, four-stroke",Chain,649.0,15.14,46.0,Expanding brake (drum brake),Expanding brake (drum brake)
36190,Allround,"Twin, four-stroke",Chain,649.0,15.14,46.0,Expanding brake (drum brake),Expanding brake (drum brake)
36191,Sport,"Twin, four-stroke",Chain,649.0,15.14,46.0,Expanding brake (drum brake),Expanding brake (drum brake)
36193,Allround,"Two cylinder boxer, four-stroke",Shaft drive (cardan),192.0,12.0,12.0,Expanding brake (drum brake),Expanding brake (drum brake)
36200,Allround,"Single cylinder, four-stroke",Chain,347.0,13.5,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36201,Allround,"Twin, four-stroke",Chain,498.0,13.5,20.0,Expanding brake (drum brake),Expanding brake (drum brake)
36202,Allround,"Twin, four-stroke",Chain,646.0,16.0,31.4,Expanding brake (drum brake),Expanding brake (drum brake)
36203,Allround,"Twin, four-stroke",Chain,646.0,16.0,31.4,Expanding brake (drum brake),Expanding brake (drum brake)
36204,Allround,"Twin, two-stroke",Chain,250.0,15.0,16.0,Expanding brake (drum brake),Expanding brake (drum brake)
36205,Sport,"Single cylinder, four-stroke",Chain,246.2,17.0,16.0,Expanding brake (drum brake),Expanding brake (drum brake)
36206,Sport,"Single cylinder, four-stroke",Chain,174.2,17.0,9.4,Expanding brake (drum brake),Expanding brake (drum brake)
36215,Sport,"Twin, two-stroke",Chain,249.0,9.0,16.0,Expanding brake (drum brake),Expanding brake (drum brake)
36216,Sport,"Twin, two-stroke",Chain,249.0,9.0,16.0,Expanding brake (drum brake),Expanding brake (drum brake)
36218,Allround,"Single cylinder, four-stroke",Chain,197.0,11.0,10.0,Expanding brake (drum brake),Expanding brake (drum brake)
36219,Touring,"Twin, two-stroke",Chain,249.0,9.0,16.0,Expanding brake (drum brake),Expanding brake (drum brake)
36221,Allround,"Single cylinder, four-stroke",Chain,346.0,17.03,19.0,Expanding brake (drum brake),Expanding brake (drum brake)
36222,Allround,"Single cylinder, four-stroke",Chain,497.0,17.03,26.0,Expanding brake (drum brake),Expanding brake (drum brake)
36223,Allround,"Two cylinder boxer, four-stroke",Shaft drive (cardan),594.0,17.0,28.0,Expanding brake (drum brake),Expanding brake (drum brake)
36224,Allround,"Single cylinder, four-stroke",Shaft drive (cardan),247.0,15.0,15.0,Expanding brake (drum brake),Expanding brake (drum brake)
36226,Sport,"Two cylinder boxer, four-stroke",Shaft drive (cardan),594.0,17.0,35.0,Expanding brake (drum brake),Expanding brake (drum brake)
36229,Allround,"Twin, four-stroke",Chain,646.0,19.0,35.0,Expanding brake (drum brake),Expanding brake (drum brake)
36239,Sport,"Single cylinder, two-stroke",Chain,196.0,13.5,12.0,Expanding brake (drum brake),Expanding brake (drum brake)
36240,Sport,"Single cylinder, two-stroke",Chain,196.0,13.5,12.0,Expanding brake (drum brake),Expanding brake (drum brake)
36241,Sport,"Single cylinder, four-stroke",Chain,498.8,10.0,38.0,Expanding brake (drum brake),Expanding brake (drum brake)
36244,Touring,"V2, four-stroke",Chain,1212.7,14.19,55.0,Expanding brake (drum brake),Expanding brake (drum brake)
36245,Touring,"V2, four-stroke",Chain,1212.7,14.19,55.0,Expanding brake (drum brake),Expanding brake (drum brake)
36250,Sport,"V2, four-stroke",Chain,883.0,7.2,55.0,Expanding brake (drum brake),Expanding brake (drum brake)
36254,Sport,"Single cylinder, two-stroke",Chain,173.0,11.5,9.3,Expanding brake (drum brake),Expanding brake (drum brake)
36257,Allround,"Single cylinder, four-stroke",Chain,248.0,17.0,17.0,Expanding brake (drum brake),Expanding brake (drum brake)
36258,Allround,"Single cylinder, four-stroke",Chain,248.0,17.0,17.0,Expanding brake (drum brake),Expanding brake (drum brake)
36267,Scooter,"Single cylinder, two-stroke",Chain,148.0,8.0,8.0,Expanding brake (drum brake),Expanding brake (drum brake)
36291,Allround,"Single cylinder, four-stroke",Chain,498.0,17.0,23.0,Expanding brake (drum brake),Expanding brake (drum brake)
36293,Sport,"Single cylinder, four-stroke",Chain,174.0,12.0,11.0,Expanding brake (drum brake),Expanding brake (drum brake)
36294,Sport,"Single cylinder, four-stroke",Chain,247.0,12.0,17.0,Expanding brake (drum brake),Expanding brake (drum brake)
36296,Sport,"Single cylinder, four-stroke",Chain,125.0,15.0,5.8,Expanding brake (drum brake),Expanding brake (drum brake)
36297,Sport,"Single cylinder, four-stroke",Chain,174.0,10.8,12.3,Expanding brake (drum brake),Expanding brake (drum brake)
36299,Scooter,"Single cylinder, two-stroke",Shaft drive (cardan),146.0,12.0,7.7,Expanding brake (drum brake),Expanding brake (drum brake)
36300,Scooter,"Single cylinder, two-stroke",Shaft drive (cardan),146.0,12.0,7.7,Expanding brake (drum brake),Expanding brake (drum brake)
36303,Sport,"Single cylinder, four-stroke",Chain,247.0,14.0,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36304,Sport,"Single cylinder, four-stroke",Chain,247.0,14.0,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36313,Scooter,"Single cylinder, two-stroke",Chain,145.0,7.0,6.0,Expanding brake (drum brake),Expanding brake (drum brake)
36317,Allround,"Single cylinder, four-stroke",Shaft drive (cardan),247.0,12.0,12.0,Expanding brake (drum brake),Expanding brake (drum brake)
36322,Sport,"Twin, four-stroke",Chain,649.0,15.14,46.0,Expanding brake (drum brake),Expanding brake (drum brake)
36326,Classic,"Two cylinder boxer, four-stroke",Shaft drive (cardan),200.0,7.4,8.0,Expanding brake (drum brake),Expanding brake (drum brake)
36328,Allround,"Two cylinder boxer, four-stroke",Shaft drive (cardan),192.0,12.0,12.0,Expanding brake (drum brake),Expanding brake (drum brake)
36333,Allround,"Single cylinder, four-stroke",Chain,347.0,13.5,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36334,Allround,"Twin, four-stroke",Chain,498.0,13.5,20.0,Expanding brake (drum brake),Expanding brake (drum brake)
36335,Allround,"Twin, four-stroke",Chain,498.0,13.5,20.0,Expanding brake (drum brake),Expanding brake (drum brake)
36338,Allround,"Twin, two-stroke",Chain,250.0,15.0,16.0,Expanding brake (drum brake),Expanding brake (drum brake)
36339,Sport,"Single cylinder, four-stroke",Chain,174.2,17.0,9.4,Expanding brake (drum brake),Expanding brake (drum brake)
36341,Scooter,"Single cylinder, two-stroke",Chain,123.0,6.5,5.0,Expanding brake (drum brake),Expanding brake (drum brake)
36350,Allround,"Twin, four-stroke",Chain,646.0,15.0,35.0,Expanding brake (drum brake),Expanding brake (drum brake)
36352,Allround,"Single cylinder, four-stroke",Chain,197.0,11.0,10.0,Expanding brake (drum brake),Expanding brake (drum brake)
36353,Touring,"Twin, two-stroke",Chain,249.0,9.0,16.0,Expanding brake (drum brake),Expanding brake (drum brake)
36355,Allround,"Single cylinder, four-stroke",Chain,346.0,12.0,19.0,Expanding brake (drum brake),Expanding brake (drum brake)
36356,Allround,"Single cylinder, four-stroke",Chain,598.0,15.9,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36357,Allround,"Single cylinder, four-stroke",Chain,497.0,17.03,26.0,Expanding brake (drum brake),Expanding brake (drum brake)
36358,Allround,"Two cylinder boxer, four-stroke",Shaft drive (cardan),594.0,17.0,28.0,Expanding brake (drum brake),Expanding brake (drum brake)
36359,Allround,"Single cylinder, four-stroke",Shaft drive (cardan),247.0,15.0,15.0,Expanding brake (drum brake),Expanding brake (drum brake)
36361,Sport,"Two cylinder boxer, four-stroke",Shaft drive (cardan),594.0,17.0,35.0,Expanding brake (drum brake),Expanding brake (drum brake)
36364,Allround,"Twin, four-stroke",Chain,646.0,19.0,35.0,Expanding brake (drum brake),Expanding brake (drum brake)
36377,Sport,"Single cylinder, two-stroke",Chain,196.0,13.5,12.0,Expanding brake (drum brake),Expanding brake (drum brake)
36378,Sport,"Single cylinder, four-stroke",Chain,498.8,10.0,38.0,Expanding brake (drum brake),Expanding brake (drum brake)
36381,Touring,"V2, four-stroke",Chain,1212.7,14.19,55.0,Expanding brake (drum brake),Expanding brake (drum brake)
36382,Touring,"V2, four-stroke",Chain,1212.7,14.19,55.0,Expanding brake (drum brake),Expanding brake (drum brake)
36387,Sport,"V2, four-stroke",Chain,883.0,7.2,55.0,Expanding brake (drum brake),Expanding brake (drum brake)
36388,Sport,"V2, four-stroke",Chain,883.0,17.0,55.0,Expanding brake (drum brake),Expanding brake (drum brake)
36396,Sport,"Single cylinder, two-stroke",Chain,173.0,11.5,9.3,Expanding brake (drum brake),Expanding brake (drum brake)
36397,Sport,"Single cylinder, two-stroke",Chain,173.0,11.5,9.3,Expanding brake (drum brake),Expanding brake (drum brake)
36398,Scooter,"Single cylinder, two-stroke",Chain,191.0,11.0,10.2,Expanding brake (drum brake),Expanding brake (drum brake)
36399,Allround,"Single cylinder, four-stroke",Chain,400.0,17.0,18.9,Expanding brake (drum brake),Expanding brake (drum brake)
36400,Allround,"Single cylinder, four-stroke",Chain,248.0,17.0,17.0,Expanding brake (drum brake),Expanding brake (drum brake)
36409,Scooter,"Single cylinder, two-stroke",Chain,148.0,8.0,8.0,Expanding brake (drum brake),Expanding brake (drum brake)
36431,Sport,"Single cylinder, four-stroke",Chain,347.0,19.0,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36435,Allround,"Single cylinder, four-stroke",Chain,498.0,17.0,23.0,Expanding brake (drum brake),Expanding brake (drum brake)
36437,Sport,"Single cylinder, four-stroke",Chain,174.0,12.0,11.0,Expanding brake (drum brake),Expanding brake (drum brake)
36439,Sport,"Single cylinder, four-stroke",Chain,125.0,15.0,5.8,Expanding brake (drum brake),Expanding brake (drum brake)
36440,Sport,"Single cylinder, four-stroke",Chain,174.0,10.8,12.3,Expanding brake (drum brake),Expanding brake (drum brake)
36442,Scooter,"Single cylinder, two-stroke",Shaft drive (cardan),146.0,12.0,7.7,Expanding brake (drum brake),Expanding brake (drum brake)
36443,Scooter,"Single cylinder, two-stroke",Shaft drive (cardan),146.0,12.0,7.7,Expanding brake (drum brake),Expanding brake (drum brake)
36444,Scooter,"Single cylinder, two-stroke",Shaft drive (cardan),175.0,12.0,9.5,Expanding brake (drum brake),Expanding brake (drum brake)
36446,Sport,"Single cylinder, four-stroke",Chain,247.0,14.0,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36461,Scooter,"Single cylinder, two-stroke",Chain,145.0,7.0,6.0,Expanding brake (drum brake),Expanding brake (drum brake)
36466,Allround,"Single cylinder, four-stroke",Shaft drive (cardan),247.0,12.0,12.0,Expanding brake (drum brake),Expanding brake (drum brake)
36476,Allround,"Two cylinder boxer, four-stroke",Shaft drive (cardan),192.0,12.0,12.0,Expanding brake (drum brake),Expanding brake (drum brake)
36485,Allround,"Single cylinder, four-stroke",Chain,347.0,13.5,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36486,Allround,"Twin, four-stroke",Chain,498.0,13.5,20.0,Expanding brake (drum brake),Expanding brake (drum brake)
36487,Allround,"Twin, four-stroke",Chain,498.0,13.5,20.0,Expanding brake (drum brake),Expanding brake (drum brake)
36488,Allround,"V2, four-stroke",Chain,593.0,16.0,33.0,Expanding brake (drum brake),Expanding brake (drum brake)
36489,Allround,"V2, four-stroke",Chain,593.0,16.0,33.0,Expanding brake (drum brake),Expanding brake (drum brake)
36493,Allround,"Twin, two-stroke",Chain,250.0,15.0,16.0,Expanding brake (drum brake),Expanding brake (drum brake)
36494,Sport,"Single cylinder, four-stroke",Chain,174.2,17.0,9.4,Expanding brake (drum brake),Expanding brake (drum brake)
36496,Scooter,"Single cylinder, two-stroke",Chain,123.0,6.5,5.0,Expanding brake (drum brake),Expanding brake (drum brake)
36500,Sport,"Twin, two-stroke",Chain,342.0,15.0,20.0,Expanding brake (drum brake),Expanding brake (drum brake)
36501,Sport,"Twin, two-stroke",Chain,342.0,15.0,20.0,Expanding brake (drum brake),Expanding brake (drum brake)
36504,Allround,"Twin, four-stroke",Chain,646.0,15.14,35.0,Expanding brake (drum brake),Expanding brake (drum brake)
36506,Allround,"Twin, four-stroke",Chain,498.0,17.0,28.0,Expanding brake (drum brake),Expanding brake (drum brake)
36507,Allround,"Single cylinder, four-stroke",Chain,197.0,11.0,10.0,Expanding brake (drum brake),Expanding brake (drum brake)
36509,Allround,"Single cylinder, four-stroke",Chain,346.0,12.0,19.5,Expanding brake (drum brake),Expanding brake (drum brake)
36510,Allround,"Single cylinder, four-stroke",Chain,598.0,15.9,18.0,Expanding brake (drum brake),Expanding brake (drum brake)
36511,Allround,"Single cylinder, four-stroke",Chain,497.0,16.0,26.0,Expanding brake (drum brake),Expanding brake (drum brake)
36512,Allround,"Two cylinder boxer, four-stroke",Shaft drive (cardan),594.0,17.0,28.0,Expanding brake (drum brake),Expanding brake (drum brake)
